date,stix,malpedia,secnews,cve
2019-10-01,949,5,7,48
2019-10-02,941,8,15,71
2019-10-03,679,6,5,53
2019-10-04,914,2,7,29
2019-10-05,764,0,0,9
2019-10-06,171,1,0,15
2019-10-07,499,2,4,55
2019-10-08,827,1,8,81
2019-10-09,608,2,4,102
2019-10-10,836,11,14,126
2019-10-11,660,5,10,51
2019-10-12,320,1,1,9
2019-10-13,773,0,0,6
2019-10-14,928,3,0,40
2019-10-15,554,3,11,23
2019-10-16,851,5,10,247
2019-10-17,1033,4,4,101
2019-10-18,945,2,2,13
2019-10-19,604,2,0,3
2019-10-20,308,2,0,3
2019-10-21,1097,5,4,37
2019-10-22,321,1,18,31
2019-10-23,242,4,8,106
2019-10-24,225,6,19,39
2019-10-25,737,4,14,55
2019-10-26,80,1,2,0
2019-10-27,373,0,0,0
2019-10-28,144,2,9,151
2019-10-29,263,5,4,59
2019-10-30,346,1,8,80
2019-10-31,365,4,9,74
2019-11-01,273,3,10,32
2019-11-02,249,0,0,10
2019-11-03,145,1,1,0
2019-11-04,158,4,9,135
2019-11-05,180,8,2,117
2019-11-06,309,3,6,131
2019-11-07,245,1,2,64
2019-11-08,636,3,4,29
2019-11-09,393,2,0,18
2019-11-10,440,0,0,0
2019-11-11,387,3,1,14
2019-11-12,504,4,10,142
2019-11-13,599,2,7,110
2019-11-14,315,2,17,263
2019-11-15,365,2,8,40
2019-11-16,491,2,1,3
2019-11-17,427,0,0,4
2019-11-18,511,8,16,79
2019-11-19,205,8,15,38
2019-11-20,861,6,6,51
2019-11-21,813,10,10,110
2019-11-22,391,4,4,55
2019-11-23,734,2,2,1
2019-11-24,861,1,0,0
2019-11-25,290,1,0,154
2019-11-26,3331,2,8,101
2019-11-27,1243,3,4,46
2019-11-28,164,2,1,10
2019-11-29,798,5,0,33
2019-11-30,597,0,0,5
2019-12-01,559,0,0,5
2019-12-02,799,5,11,47
2019-12-03,725,7,26,60
2019-12-04,892,5,11,39
2019-12-05,664,9,15,48
2019-12-06,723,2,6,53
2019-12-07,372,2,0,0
2019-12-08,504,0,0,9
2019-12-09,771,6,2,30
2019-12-10,738,5,9,98
2019-12-11,997,6,4,72
2019-12-12,714,7,2,125
2019-12-13,609,4,5,59
2019-12-14,806,1,0,0
2019-12-15,305,1,0,10
2019-12-16,1349,2,0,48
2019-12-17,387,5,9,79
2019-12-18,1264,6,8,361
2019-12-19,690,7,11,65
2019-12-20,1142,4,21,36
2019-12-21,348,3,0,0
2019-12-22,711,1,0,2
2019-12-23,1328,6,2,90
2019-12-24,374,5,4,21
2019-12-25,622,2,0,3
2019-12-26,530,4,6,72
2019-12-27,301,2,2,66
2019-12-28,351,1,0,1
2019-12-29,140,2,0,12
2019-12-30,139,1,4,317
2019-12-31,665,3,6,43
2020-01-01,258,2,0,5
2020-01-02,132,3,4,166
2020-01-03,235,3,4,52
2020-01-04,302,2,0,4
2020-01-05,256,1,0,15
2020-01-06,629,4,0,66
2020-01-07,307,6,2,34
2020-01-08,660,5,8,127
2020-01-09,442,14,6,97
2020-01-10,1139,8,6,37
2020-01-11,314,1,1,8
2020-01-12,183,1,0,1
2020-01-13,412,4,10,43
2020-01-14,310,11,23,108
2020-01-15,585,8,14,269
2020-01-16,582,9,4,32
2020-01-17,674,9,6,31
2020-01-18,228,1,1,1
2020-01-19,417,3,0,6
2020-01-20,167,4,1,11
2020-01-21,209,5,4,94
2020-01-22,440,3,8,89
2020-01-23,573,10,12,77
2020-01-24,637,3,13,220
2020-01-25,290,5,0,13
2020-01-26,279,3,0,7
2020-01-27,558,6,2,107
2020-01-28,315,4,16,95
2020-01-29,623,5,12,60
2020-01-30,463,10,5,58
2020-01-31,381,6,0,54
2020-02-01,370,1,0,1
2020-02-02,209,6,0,3
2020-02-03,392,5,1,59
2020-02-04,650,6,1,73
2020-02-05,915,4,13,69
2020-02-06,656,6,9,67
2020-02-07,2286,5,14,89
2020-02-08,301,3,0,18
2020-02-09,201,0,0,0
2020-02-10,386,6,9,56
2020-02-11,437,2,13,216
2020-02-12,590,6,5,113
2020-02-13,506,7,0,122
2020-02-14,443,8,4,38
2020-02-15,192,1,0,1
2020-02-16,353,3,0,7
2020-02-17,158,4,2,71
2020-02-18,694,9,2,66
2020-02-19,367,6,9,58
2020-02-20,488,7,10,59
2020-02-21,350,3,10,33
2020-02-22,226,3,0,11
2020-02-23,1292,0,0,6
2020-02-24,457,5,4,48
2020-02-25,854,5,10,44
2020-02-26,873,7,4,45
2020-02-27,1166,3,2,75
2020-02-28,594,4,2,46
2020-02-29,667,2,0,1
2020-03-01,463,2,0,3
2020-03-02,1142,9,8,59
2020-03-03,616,5,8,9
2020-03-04,907,5,4,43
2020-03-05,514,13,2,90
2020-03-06,929,2,5,41
2020-03-07,714,2,0,8
2020-03-08,536,1,0,7
2020-03-09,720,6,0,70
2020-03-10,757,6,8,144
2020-03-11,1156,8,10,44
2020-03-12,996,8,12,296
2020-03-13,895,1,12,75
2020-03-14,599,2,0,12
2020-03-15,435,3,0,26
2020-03-16,889,4,6,87
2020-03-17,556,2,11,33
2020-03-18,14313,7,13,75
2020-03-19,854,10,6,72
2020-03-20,564,5,4,81
2020-03-21,882,2,2,5
2020-03-22,549,2,0,14
2020-03-23,807,9,2,65
2020-03-24,1157,9,15,174
2020-03-25,1090,7,14,108
2020-03-26,7870,12,26,27
2020-03-27,2719,2,4,39
2020-03-28,851,1,0,0
2020-03-29,4198,0,0,0
2020-03-30,5333,8,6,43
2020-03-31,2497,12,6,22
2020-04-01,2737,4,13,105
2020-04-02,1008,6,14,67
2020-04-03,4801,4,8,25
2020-04-04,863,1,2,11
2020-04-05,2322,2,0,2
2020-04-06,4381,3,2,41
2020-04-07,4532,7,0,141
2020-04-08,2148,8,7,131
2020-04-09,3954,4,8,30
2020-04-10,1772,3,10,14
2020-04-11,2447,2,0,0
2020-04-12,1947,1,0,17
2020-04-13,1535,7,4,42
2020-04-14,2398,6,20,98
2020-04-15,1918,8,11,495
2020-04-16,1460,4,4,170
2020-04-17,2284,1,3,70
2020-04-18,1584,2,0,1
2020-04-19,783,3,0,4
2020-04-20,3141,2,6,66
2020-04-21,1777,2,9,83
2020-04-22,2032,4,8,128
2020-04-23,1025,8,4,86
2020-04-24,2420,6,16,68
2020-04-25,1819,0,0,0
2020-04-26,2275,5,0,3
2020-04-27,1501,6,18,88
2020-04-28,2477,7,16,101
2020-04-29,1563,4,6,75
2020-04-30,2105,4,13,56
2020-05-01,1725,4,11,15
2020-05-02,1888,1,0,3
2020-05-03,1075,0,0,1
2020-05-04,920,7,1,43
2020-05-05,1557,11,12,44
2020-05-06,1378,9,10,69
2020-05-07,1485,12,15,80
2020-05-08,2206,2,5,51
2020-05-09,1408,2,0,14
2020-05-10,787,2,0,2
2020-05-11,4241,11,4,46
2020-05-12,1055,11,6,49
2020-05-13,2374,5,1,77
2020-05-14,2126,14,0,55
2020-05-15,689,6,4,31
2020-05-16,640,2,0,5
2020-05-17,719,1,0,9
2020-05-18,787,7,6,46
2020-05-19,1162,6,11,38
2020-05-20,378,8,4,29
2020-05-21,1076,13,11,169
2020-05-22,804,5,4,27
2020-05-23,448,3,0,2
2020-05-24,532,5,0,8
2020-05-25,706,5,0,13
2020-05-26,493,12,3,33
2020-05-27,697,4,5,31
2020-05-28,495,24,4,24
2020-05-29,575,4,4,39
2020-05-30,559,2,1,0
2020-05-31,329,9,0,0
2020-06-01,849,4,5,90
2020-06-02,2263,9,13,55
2020-06-03,1378,11,14,128
2020-06-04,1258,5,11,100
2020-06-05,1018,9,16,23
2020-06-06,534,0,0,5
2020-06-07,684,2,0,8
2020-06-08,1139,16,10,33
2020-06-09,1897,12,7,237
2020-06-10,1087,8,9,68
2020-06-11,737,13,6,125
2020-06-12,474,3,8,36
2020-06-13,424,3,1,0
2020-06-14,132,2,0,3
2020-06-15,517,7,4,85
2020-06-16,457,12,7,52
2020-06-17,615,15,9,89
2020-06-18,709,12,14,59
2020-06-19,1178,11,2,190
2020-06-20,992,1,0,3
2020-06-21,621,5,0,10
2020-06-22,1039,16,3,87
2020-06-23,2096,6,1,23
2020-06-24,1444,16,4,61
2020-06-25,1172,10,10,79
2020-06-26,977,11,14,104
2020-06-27,481,1,0,2
2020-06-28,487,2,0,4
2020-06-29,864,5,7,67
2020-06-30,830,10,13,60
2020-07-01,3002,10,6,64
2020-07-02,1230,3,2,58
2020-07-03,528,1,4,10
2020-07-04,1181,1,0,1
2020-07-05,923,3,0,13
2020-07-06,1832,9,0,34
2020-07-07,518,9,2,71
2020-07-08,787,12,10,37
2020-07-09,856,6,12,50
2020-07-10,947,7,8,46
2020-07-11,1119,3,0,0
2020-07-12,913,1,0,0
2020-07-13,1889,11,10,19
2020-07-14,1294,11,14,197
2020-07-15,556,8,1,320
2020-07-16,831,13,8,26
2020-07-17,951,2,6,57
2020-07-18,1267,1,0,0
2020-07-19,484,0,0,0
2020-07-20,829,9,6,28
2020-07-21,884,5,4,26
2020-07-22,709,13,12,65
2020-07-23,779,5,16,41
2020-07-24,1175,7,11,28
2020-07-25,1110,2,0,5
2020-07-26,1156,1,0,1
2020-07-27,1817,5,4,25
2020-07-28,1206,8,5,93
2020-07-29,821,11,14,56
2020-07-30,996,4,4,58
2020-07-31,1876,6,9,26
2020-08-01,830,0,0,2
2020-08-02,2140,0,0,0
2020-08-03,3316,6,6,28
2020-08-04,436,5,11,27
2020-08-05,407,6,10,42
2020-08-06,1508,6,8,23
2020-08-07,1029,3,7,44
2020-08-08,182,1,0,15
2020-08-09,938,1,0,4
2020-08-10,463,9,5,48
2020-08-11,724,2,6,60
2020-08-12,702,7,0,63
2020-08-13,591,13,4,110
2020-08-14,713,6,10,35
2020-08-15,582,1,0,0
2020-08-16,353,2,0,2
2020-08-17,640,6,11,215
2020-08-18,623,7,12,25
2020-08-19,708,9,2,78
2020-08-20,544,9,18,27
2020-08-21,650,7,10,62
2020-08-22,556,1,1,0
2020-08-23,966,3,0,1
2020-08-24,368,7,4,46
2020-08-25,709,5,8,47
2020-08-26,690,8,7,84
2020-08-27,754,7,7,41
2020-08-28,626,6,5,17
2020-08-29,877,1,0,9
2020-08-30,640,1,0,7
2020-08-31,703,11,12,66
2020-09-01,1519,14,13,107
2020-09-02,547,9,10,50
2020-09-03,1180,8,12,68
2020-09-04,692,5,17,24
2020-09-05,627,0,0,0
2020-09-06,516,1,0,0
2020-09-07,516,4,3,1
2020-09-08,326,9,10,74
2020-09-09,724,1,10,120
2020-09-10,717,9,12,42
2020-09-11,906,4,1,180
2020-09-12,1122,0,0,0
2020-09-13,903,1,0,6
2020-09-14,514,4,12,67
2020-09-15,672,6,10,51
2020-09-16,845,6,15,84
2020-09-17,445,11,19,142
2020-09-18,877,8,3,105
2020-09-19,548,0,0,11
2020-09-20,233,1,0,0
2020-09-21,721,3,2,60
2020-09-22,273,14,7,25
2020-09-23,386,8,6,39
2020-09-24,1656,15,8,113
2020-09-25,1089,13,10,111
2020-09-26,793,3,2,0
2020-09-27,539,0,0,11
2020-09-28,454,4,17,11
2020-09-29,908,12,8,53
2020-09-30,1176,13,8,55
2020-10-01,742,12,20,48
2020-10-02,823,8,17,67
2020-10-03,395,6,0,0
2020-10-04,767,0,0,1
2020-10-05,794,6,11,26
2020-10-06,656,13,4,66
2020-10-07,879,5,4,57
2020-10-08,269,14,20,50
2020-10-09,363,2,16,50
2020-10-10,457,1,0,6
2020-10-11,478,1,0,0
2020-10-12,752,9,2,37
2020-10-13,731,6,28,33
2020-10-14,707,13,0,82
2020-10-15,356,8,0,49
2020-10-16,1313,10,14,166
2020-10-17,725,0,0,1
2020-10-18,598,2,0,1
2020-10-19,769,12,18,103
2020-10-20,627,10,11,52
2020-10-21,629,7,3,233
2020-10-22,786,8,10,105
2020-10-23,583,11,12,28
2020-10-24,571,2,0,0
2020-10-25,621,1,0,1
2020-10-26,561,8,8,26
2020-10-27,826,10,12,174
2020-10-28,1173,18,21,68
2020-10-29,2769,21,21,50
2020-10-30,2014,7,12,30
2020-10-31,728,1,0,15
2020-11-01,594,1,0,8
2020-11-02,569,4,8,45
2020-11-03,875,5,15,70
2020-11-04,883,9,18,69
2020-11-05,849,21,8,260
2020-11-06,1414,15,11,44
2020-11-07,723,1,0,1
2020-11-08,513,0,0,8
2020-11-09,834,10,14,32
2020-11-10,1077,6,4,62
2020-11-11,1275,4,19,136
2020-11-12,1390,21,13,150
2020-11-13,6193,7,12,44
2020-11-14,948,3,4,0
2020-11-15,701,3,0,8
2020-11-16,1033,9,18,68
2020-11-17,1111,12,5,58
2020-11-18,836,14,0,65
2020-11-19,960,13,8,65
2020-11-20,990,9,10,19
2020-11-21,881,3,0,8
2020-11-22,657,4,0,0
2020-11-23,961,8,12,47
2020-11-24,689,4,4,64
2020-11-25,837,4,6,15
2020-11-26,964,8,2,22
2020-11-27,1158,11,9,33
2020-11-28,1020,1,0,9
2020-11-29,669,0,0,9
2020-11-30,671,7,14,44
2020-12-01,722,15,13,32
2020-12-02,303,12,24,41
2020-12-03,1045,13,9,55
2020-12-04,781,10,8,24
2020-12-05,739,1,0,2
2020-12-06,577,0,0,1
2020-12-07,218,12,16,25
2020-12-08,496,12,14,124
2020-12-09,1435,14,9,134
2020-12-10,522,22,28,35
2020-12-11,787,4,17,115
2020-12-12,625,3,0,6
2020-12-13,497,15,0,1
2020-12-14,2323,23,8,100
2020-12-15,867,30,6,159
2020-12-16,783,24,6,42
2020-12-17,908,27,3,67
2020-12-18,1037,19,14,80
2020-12-19,480,7,0,0
2020-12-20,620,6,0,2
2020-12-21,882,18,26,41
2020-12-22,677,14,9,36
2020-12-23,723,12,11,38
2020-12-24,826,5,1,49
2020-12-25,661,2,2,10
2020-12-26,564,5,1,28
2020-12-27,594,1,0,13
2020-12-28,724,5,4,38
2020-12-29,693,5,10,104
2020-12-30,597,3,10,45
2020-12-31,751,5,2,133
2021-01-01,541,1,1,19
2021-01-02,470,3,1,11
2021-01-03,587,2,0,8
2021-01-04,434,15,0,41
2021-01-05,818,11,9,135
2021-01-06,552,15,12,90
2021-01-07,699,10,9,70
2021-01-08,321,8,15,79
2021-01-09,400,3,0,2
2021-01-10,395,1,0,0
2021-01-11,532,12,8,87
2021-01-12,733,12,18,289
2021-01-13,844,12,11,172
2021-01-14,353,10,7,24
2021-01-15,844,9,9,34
2021-01-16,708,4,0,0
2021-01-17,562,2,0,2
2021-01-18,298,15,2,16
2021-01-19,914,13,5,48
2021-01-20,361,7,10,246
2021-01-21,752,8,7,68
2021-01-22,735,7,8,148
2021-01-23,557,4,3,2
2021-01-24,659,6,0,2
2021-01-25,735,10,8,131
2021-01-26,492,23,10,66
2021-01-27,1435,24,6,40
2021-01-28,715,19,17,33
2021-01-29,519,6,9,58
2021-01-30,945,2,0,4
2021-01-31,621,4,0,2
2021-02-01,392,15,9,51
2021-02-02,1385,11,9,60
2021-02-03,2072,18,4,117
2021-02-04,1210,8,8,60
2021-02-05,854,7,6,39
2021-02-06,810,2,0,16
2021-02-07,681,2,0,6
2021-02-08,410,15,12,80
2021-02-09,1378,14,10,186
2021-02-10,551,6,9,115
2021-02-11,864,12,8,47
2021-02-12,820,7,8,46
2021-02-13,618,0,0,2
2021-02-14,468,2,0,4
2021-02-15,730,6,2,60
2021-02-16,541,15,17,46
2021-02-17,933,25,8,120
2021-02-18,740,7,11,29
2021-02-19,777,7,6,43
2021-02-20,706,3,0,1
2021-02-21,638,1,0,5
2021-02-22,772,8,4,67
2021-02-23,1895,10,5,64
2021-02-24,1225,13,13,44
2021-02-25,917,13,14,75
2021-02-26,714,4,12,82
2021-02-27,658,1,0,16
2021-02-28,444,6,0,1
2021-03-01,1265,11,10,98
2021-03-02,505,19,5,42
2021-03-03,742,10,20,55
2021-03-04,1095,14,4,58
2021-03-05,606,14,7,56
2021-03-06,462,6,0,3
2021-03-07,534,4,0,7
2021-03-08,1132,12,4,22
2021-03-09,603,14,23,109
2021-03-10,897,16,15,109
2021-03-11,1051,16,28,118
2021-03-12,824,7,6,28
2021-03-13,1406,3,2,5
2021-03-14,453,1,0,1
2021-03-15,451,11,5,67
2021-03-16,1636,13,1,28
2021-03-17,600,11,2,84
2021-03-18,1425,23,11,99
2021-03-19,800,3,14,44
2021-03-20,730,2,0,6
2021-03-21,703,4,0,6
2021-03-22,605,4,10,51
2021-03-23,650,7,21,81
2021-03-24,820,14,15,91
2021-03-25,782,10,11,59
2021-03-26,554,11,4,72
2021-03-27,653,2,0,2
2021-03-28,800,2,0,0
2021-03-29,542,9,1,60
2021-03-30,905,6,2,69
2021-03-31,660,11,0,61
2021-04-01,865,8,2,69
2021-04-02,929,5,0,177
2021-04-03,566,1,0,1
2021-04-04,527,2,1,0
2021-04-05,505,8,16,64
2021-04-06,990,12,13,93
2021-04-07,608,14,14,83
2021-04-08,534,6,18,45
2021-04-09,1154,9,3,99
2021-04-10,607,1,0,2
2021-04-11,625,1,0,9
2021-04-12,1040,12,5,57
2021-04-13,919,15,7,274
2021-04-14,574,6,5,146
2021-04-15,21000,29,3,50
2021-04-16,633,14,4,14
2021-04-17,612,3,0,0
2021-04-18,451,6,0,9
2021-04-19,602,15,12,39
2021-04-20,699,16,6,27
2021-04-21,684,14,16,40
2021-04-22,483,20,6,251
2021-04-23,463,6,11,36
2021-04-24,377,6,1,7
2021-04-25,460,5,0,6
2021-04-26,839,11,6,67
2021-04-27,599,13,10,45
2021-04-28,1010,14,3,78
2021-04-29,812,16,17,98
2021-04-30,791,7,6,36
2021-05-01,744,3,0,0
2021-05-02,455,5,0,2
2021-05-03,641,8,9,22
2021-05-04,1080,16,12,23
2021-05-05,1037,15,8,123
2021-05-06,745,21,13,62
2021-05-07,915,14,7,107
2021-05-08,522,5,4,0
2021-05-09,509,0,1,0
2021-05-10,789,18,2,57
2021-05-11,242,20,15,176
2021-05-12,1029,15,18,43
2021-05-13,1565,17,23,64
2021-05-14,543,15,14,165
2021-05-15,324,1,0,0
2021-05-16,321,2,0,5
2021-05-17,366,16,10,70
2021-05-18,1000,14,0,49
2021-05-19,568,14,6,51
2021-05-20,933,10,7,62
2021-05-21,1275,6,11,49
2021-05-22,417,1,1,0
2021-05-23,447,1,0,0
2021-05-24,2387,7,4,72
2021-05-25,576,9,13,72
2021-05-26,513,7,12,107
2021-05-27,990,10,9,114
2021-05-28,541,10,8,80
2021-05-29,521,2,0,6
2021-05-30,179,1,0,0
2021-05-31,221,2,2,8
2021-06-01,1300,17,2,82
2021-06-02,1019,18,12,80
2021-06-03,565,12,9,55
2021-06-04,724,14,1,44
2021-06-05,425,2,0,3
2021-06-06,488,1,0,7
2021-06-07,602,10,15,57
2021-06-08,593,13,15,153
2021-06-09,676,7,6,184
2021-06-10,1756,17,15,71
2021-06-11,646,9,10,334
2021-06-12,485,2,0,3
2021-06-13,547,2,0,1
2021-06-14,514,9,14,28
2021-06-15,695,14,11,60
2021-06-16,636,22,9,82
2021-06-17,1790,14,1,38
2021-06-18,539,9,5,41
2021-06-19,450,3,2,1
2021-06-20,690,5,0,1
2021-06-21,598,13,10,100
2021-06-22,1154,16,16,113
2021-06-23,759,9,19,65
2021-06-24,731,12,11,98
2021-06-25,1469,6,9,29
2021-06-26,609,1,0,0
2021-06-27,538,3,0,1
2021-06-28,1266,13,14,51
2021-06-29,1393,14,8,57
2021-06-30,1463,10,10,74
2021-07-01,856,16,8,60
2021-07-02,876,16,14,67
2021-07-03,505,11,0,0
2021-07-04,487,6,0,2
2021-07-05,572,10,6,6
2021-07-06,525,18,14,41
2021-07-07,848,21,28,112
2021-07-08,524,18,14,53
2021-07-09,1112,8,5,81
2021-07-10,443,1,2,0
2021-07-11,528,0,0,0
2021-07-12,622,8,1,89
2021-07-13,1100,11,3,172
2021-07-14,509,19,9,194
2021-07-15,1163,18,17,56
2021-07-16,555,7,27,53
2021-07-17,470,6,1,6
2021-07-18,456,24,0,1
2021-07-19,482,27,15,55
2021-07-20,741,12,14,190
2021-07-21,1099,19,3,101
2021-07-22,1165,17,3,85
2021-07-23,380,2,4,35
2021-07-24,49,3,0,1
2021-07-25,116,4,0,35
2021-07-26,460,8,13,59
2021-07-27,644,22,14,55
2021-07-28,677,14,14,21
2021-07-29,471,11,10,25
2021-07-30,457,8,7,20
2021-07-31,491,3,0,8
2021-08-01,478,3,0,1
2021-08-02,642,6,2,103
2021-08-03,560,12,6,107
2021-08-04,885,24,2,76
2021-08-05,361,19,6,94
2021-08-06,660,10,10,57
2021-08-07,534,0,0,12
2021-08-08,167,1,0,67
2021-08-09,836,9,10,59
2021-08-10,259,10,11,134
2021-08-11,851,10,7,118
2021-08-12,1200,9,14,168
2021-08-13,842,2,13,81
2021-08-14,561,1,0,1
2021-08-15,510,1,0,2
2021-08-16,891,3,9,102
2021-08-17,655,13,18,96
2021-08-18,875,5,15,100
2021-08-19,608,9,8,58
2021-08-20,783,7,4,31
2021-08-21,526,1,0,1
2021-08-22,435,4,0,8
2021-08-23,1092,10,11,89
2021-08-24,726,10,2,338
2021-08-25,824,10,7,75
2021-08-26,1149,9,10,56
2021-08-27,1109,8,20,36
2021-08-28,606,3,3,0
2021-08-29,610,2,0,8
2021-08-30,835,8,6,84
2021-08-31,940,8,7,84
2021-09-01,747,15,9,62
2021-09-02,988,15,27,31
2021-09-03,780,8,7,30
2021-09-04,708,0,0,2
2021-09-05,652,1,0,4
2021-09-06,655,4,2,35
2021-09-07,1416,10,13,128
2021-09-08,1068,15,3,286
2021-09-09,503,14,12,151
2021-09-10,882,10,12,22
2021-09-11,545,0,0,2
2021-09-12,338,1,0,2
2021-09-13,512,10,21,56
2021-09-14,937,13,26,156
2021-09-15,985,8,3,157
2021-09-16,940,12,15,45
2021-09-17,769,8,4,51
2021-09-18,603,2,0,3
2021-09-19,738,3,0,15
2021-09-20,834,11,8,163
2021-09-21,794,15,10,38
2021-09-22,734,11,13,80
2021-09-23,881,14,11,39
2021-09-24,1087,6,12,26
2021-09-25,931,1,3,1
2021-09-26,528,4,0,2
2021-09-27,905,10,6,93
2021-09-28,2367,10,16,45
2021-09-29,3415,17,22,31
2021-09-30,1260,14,9,53
2021-10-01,1272,4,1,62
2021-10-02,742,0,0,2
2021-10-03,863,2,0,0
2021-10-04,1073,9,2,83
2021-10-05,940,9,7,80
2021-10-06,938,6,5,130
2021-10-07,3117,17,11,84
2021-10-08,912,4,2,57
2021-10-09,730,1,0,0
2021-10-10,648,1,0,0
2021-10-11,712,6,0,67
2021-10-12,864,8,5,80
2021-10-13,761,9,11,160
2021-10-14,983,11,5,47
2021-10-15,809,7,6,41
2021-10-16,576,0,0,0
2021-10-17,877,2,0,0
2021-10-18,717,11,20,61
2021-10-19,997,11,22,68
2021-10-20,599,13,11,203
2021-10-21,596,15,1,51
2021-10-22,564,13,3,72
2021-10-23,404,1,0,0
2021-10-24,438,3,0,0
2021-10-25,450,12,9,101
2021-10-26,966,16,24,128
2021-10-27,883,14,26,63
2021-10-28,1158,16,6,105
2021-10-29,1132,6,1,39
2021-10-30,680,1,0,2
2021-10-31,641,2,0,11
2021-11-01,462,8,6,85
2021-11-02,886,13,6,98
2021-11-03,1369,19,3,89
2021-11-04,966,13,12,51
2021-11-05,373,8,10,89
2021-11-06,566,0,0,0
2021-11-07,961,4,0,11
2021-11-08,823,17,15,85
2021-11-09,359,12,7,128
2021-11-10,925,17,8,132
2021-11-11,282,18,16,19
2021-11-12,1090,10,13,81
2021-11-13,788,4,0,12
2021-11-14,671,2,0,17
2021-11-15,926,11,6,45
2021-11-16,880,27,8,26
2021-11-17,1035,19,15,102
2021-11-18,603,24,8,45
2021-11-19,1040,7,2,70
2021-11-20,810,3,0,8
2021-11-21,675,2,0,1
2021-11-22,938,3,2,45
2021-11-23,1590,7,8,195
2021-11-24,1876,6,12,39
2021-11-25,821,2,2,8
2021-11-26,527,1,1,16
2021-11-27,943,1,0,1
2021-11-28,823,0,0,3
2021-11-29,917,8,11,49
2021-11-30,707,8,22,49
2021-12-01,817,10,4,77
2021-12-02,470,12,11,39
2021-12-03,245,9,13,25
2021-12-04,407,2,2,1
2021-12-05,228,0,0,6
2021-12-06,510,10,17,61
2021-12-07,381,12,17,131
2021-12-08,345,6,16,144
2021-12-09,534,5,7,54
2021-12-10,427,6,1,44
2021-12-11,421,3,1,3
2021-12-12,231,3,0,3
2021-12-13,326,6,3,104
2021-12-14,678,11,35,137
2021-12-15,626,4,23,248
2021-12-16,642,14,12,50
2021-12-17,1040,7,9,69
2021-12-18,492,0,3,3
2021-12-19,1550,1,0,5
2021-12-20,581,11,4,496
2021-12-21,1161,6,0,65
2021-12-22,1651,7,5,114
2021-12-23,1577,7,11,91
2021-12-24,1568,0,1,15
2021-12-25,1495,1,0,31
2021-12-26,764,0,0,245
2021-12-27,441,1,15,56
2021-12-28,589,11,10,36
2021-12-29,959,6,14,10
2021-12-30,1114,4,8,54
2021-12-31,962,4,0,39
2022-01-01,1039,1,0,10
2022-01-02,832,5,0,2
2022-01-03,741,3,0,103
2022-01-04,514,4,14,60
2022-01-05,988,8,12,33
2022-01-06,605,7,6,71
2022-01-07,6518,3,6,90
2022-01-08,761,2,0,14
2022-01-09,477,5,0,10
2022-01-10,676,4,6,45
2022-01-11,3438,13,12,192
2022-01-12,735,14,3,98
2022-01-13,1258,8,16,155
2022-01-14,680,7,13,232
2022-01-15,997,6,0,15
2022-01-16,1275,1,1,3
2022-01-17,736,8,1,37
2022-01-18,652,14,17,87
2022-01-19,782,16,4,235
2022-01-20,1762,26,14,74
2022-01-21,720,12,16,70
2022-01-22,574,3,1,3
2022-01-23,528,3,0,4
2022-01-24,603,17,18,82
2022-01-25,799,19,10,97
2022-01-26,755,17,13,57
2022-01-27,4350,22,16,90
2022-01-28,860,7,17,160
2022-01-29,820,0,0,7
2022-01-30,441,3,0,7
2022-01-31,610,12,8,44
2022-02-01,2279,14,11,78
2022-02-02,738,13,16,36
2022-02-03,460,12,7,70
2022-02-04,1621,7,7,197
2022-02-05,571,0,0,6
2022-02-06,554,3,0,11
2022-02-07,406,13,25,47
2022-02-08,1032,21,5,64
2022-02-09,637,14,18,289
2022-02-10,943,6,6,31
2022-02-11,1233,5,5,164
2022-02-12,932,3,0,24
2022-02-13,403,4,0,10
2022-02-14,526,12,6,68
2022-02-15,446,12,3,91
2022-02-16,788,16,12,78
2022-02-17,758,11,8,39
2022-02-18,973,15,9,213
2022-02-19,154,2,1,15
2022-02-20,700,3,0,13
2022-02-21,640,12,1,57
2022-02-22,593,12,5,64
2022-02-23,887,27,9,67
2022-02-24,2051,26,24,96
2022-02-25,1723,24,9,79
2022-02-26,842,10,1,14
2022-02-27,779,2,0,1
2022-02-28,1383,23,5,114
2022-03-01,1148,26,10,50
2022-03-02,1046,16,8,84
2022-03-03,994,19,4,74
2022-03-04,1186,13,6,60
2022-03-05,839,2,3,6
2022-03-06,683,2,0,13
2022-03-07,790,15,4,128
2022-03-08,1439,17,11,92
2022-03-09,1652,15,3,173
2022-03-10,1092,15,11,46
2022-03-11,1119,12,6,86
2022-03-12,833,4,0,10
2022-03-13,680,3,0,8
2022-03-14,1203,10,9,87
2022-03-15,1101,15,7,98
2022-03-16,892,21,3,100
2022-03-17,1029,18,5,53
2022-03-18,1402,7,3,151
2022-03-19,961,3,0,3
2022-03-20,841,0,0,13
2022-03-21,1062,18,8,66
2022-03-22,1322,14,17,39
2022-03-23,1208,23,11,107
2022-03-24,844,35,17,32
2022-03-25,1207,13,6,69
2022-03-26,1183,2,1,13
2022-03-27,745,3,0,9
2022-03-28,1108,20,3,114
2022-03-29,845,15,8,110
2022-03-30,1545,18,15,119
2022-03-31,1330,23,9,66
2022-04-01,2114,14,7,84
2022-04-02,961,4,1,4
2022-04-03,759,2,0,25
2022-04-04,1378,13,1,113
